clube;estado;cidade;lat;lon;ibge;wins;draws;losses;pagerank_score;cluster_k2;cluster_k3;cluster_k4;cluster_k5;cluster_k6;cluster_k7;cluster_k8;sub_cluster_m0_k2;sub_cluster_m0_k3;sub_cluster_m0_k4;sub_cluster_m1_k2;sub_cluster_m1_k3;sub_cluster_m1_k4;sub_cluster_m2_k2;sub_cluster_m2_k3;sub_cluster_m2_k4
TERESINA;PI;Teresina;-5.09194;-42.8034;2211001.0;3;5;0;0.0002241589014682;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
BOTAFOGO;GO;Cristalina;-16.7686;-47.6136;5206206.0;3;2;12;0.0002238131443465;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
7 DE SETEMBRO;MS;Dourados;-22.2231;-54.812;5003702.0;5;3;4;0.0002234679341695;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
CALOUROS DO AR;CE;Fortaleza;-3.71664;-38.5423;2304400.0;5;0;3;0.000223456667373;0;2;2;2;2;2;2;;;;;;;0.0;1.0;0.0
ATLÉTICO;RS;Gravataí;-29.9413;-50.9869;4309209.0;6;0;22;0.0002234436455229;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
CEARÁ B;CE;Fortaleza;-3.71664;-38.5423;2304400.0;3;2;4;0.0002229363287688;0;2;2;2;2;2;2;;;;;;;0.0;1.0;0.0
BRÉSCIA;RJ;Magé;-22.6632;-43.0315;3302502.0;4;3;6;0.0002226630341917;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
FERROVIÁRIO;PI;Parnaíba;-2.9031;-41.7761;2207701.0;3;3;1;0.0002206007498158;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
OESTE BRASIL;PR;Maringá;-23.4205;-51.9333;4115200.0;5;2;9;0.0002202315445967;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
GRÊMIO OSASCO;SP;Osasco;-23.5324;-46.7916;3534401.0;3;3;10;0.0002185018196868;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
CLUBE 1992;RS;Carazinho;-28.2839;-52.7844;4304705.0;0;8;6;0.0002173131706679;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
ITACOATIARA;AM;Itacoatiara;-3.1417;-58.4444;1301902.0;2;4;0;0.0002164778764903;0;0;1;1;0;3;7;0.0;1.0;1.0;;;;;;
RIO BRANCO SPORT CLUB;PR;Paranaguá;-25.5161;-48.5225;4118204.0;2;6;16;0.0002145920274955;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
UNIÃO INHUMAS;GO;Inhumas;-16.3611;-49.5001;5210000.0;2;1;7;0.0002143858759216;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
VOTUPORANGUENSE;SP;Guaíra;-20.3196;-48.312;3517406.0;0;1;0;0.000212066804436;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
CITY LONDON;PR;Londrina;-23.3103;-51.1628;4113700.0;3;5;2;0.0002114723206753;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
UNIÃO HARMONIA;RS;Canoas;-29.9189;-51.1767;4304606.0;3;4;49;0.0002113730749633;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
COMERCIAL DE TRÊS LAGOAS;MS;Três Lagoas;-20.7849;-51.7007;5008305.0;1;3;2;0.000211147989749;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
TUBARÃO;SC;Tubarão;-28.4713;-49.0144;4218707.0;2;8;16;0.0002110689068887;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
ELOSPORT CAPÃO BONITO;SP;Sorocaba;-23.4969;-47.4451;3552205.0;1;2;5;0.0002105960169567;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
CSA B;AL;Maceió;-9.6658;-35.735;2704302.0;3;3;2;0.0002093382307782;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
LIBRADE;AM;Manaus;-3.119;-60.0217;1302603.0;3;0;8;0.0002093162991538;0;0;1;1;0;3;7;0.0;1.0;1.0;;;;;;
SANTA CRUZ;MT;Barra do Bugres;-15.0702;-57.1878;5101704.0;2;0;8;0.0002091807899812;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
GUAJARÁ;RO;Guajará-Mirim;-10.7889;-65.3296;1100106.0;1;1;4;0.0002084330581176;0;0;1;1;0;6;6;0.0;2.0;2.0;;;;;;
SANTA CRUZ;AC;Rio Branco;-9.974;-67.8076;3101300.0;5;3;1;0.0002081700049555;0;0;1;1;0;6;6;0.0;2.0;2.0;;;;;;
CANOINHAS;SC;Canoinhas;-26.1772;-50.39;4203808.0;4;0;5;0.0002080298660495;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
ÁGUIA DE CUMARU;PE;Petrolina;-9.38866;-40.5027;2611101.0;2;1;5;0.0002078254027157;0;2;2;2;2;2;2;;;;;;;1.0;0.0;1.0
BELA VISTA;RJ;Saquarema;-22.9292;-42.5099;3305505.0;2;2;24;0.0002070316348435;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
CRICIÚMA B;SC;Criciúma;-28.6723;-49.3729;4204608.0;4;6;0;0.0002067889217258;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
BARREIROS;PE;Barreiros;-8.8153;-35.1878;2601409.0;2;1;2;0.00020307018238;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
CANAÃ;DF;Brasília;-15.7795;-47.9297;5300108.0;3;0;2;0.00020138285502;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
TIMBAÚBA;PE;Timbaúba;-7.50484;-35.3119;2615300.0;1;2;2;0.0002011822241803;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
ATHLETICO PARANAENSE B;PR;Curitiba;-25.4195;-49.2646;4106902.0;1;3;2;0.0002009953575026;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
GRECAL;PR;Francisco Beltrão;-26.0817;-53.0535;4108403.0;2;2;9;0.0002000615528273;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
CUIABÁ B;MT;Cuiabá;-15.601;-56.0974;5103403.0;7;5;11;0.000199498082287;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
ARSENAL;TO;Tocantinópolis;-6.32447;-47.4224;1721208.0;1;1;12;0.000199171793397;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
CAMAÇARIENSE;BA;Camaçari;-12.6996;-38.3263;2905701.0;1;1;3;0.0001988890134906;0;2;2;2;2;2;2;;;;;;;1.0;0.0;1.0
MORENINHAS;MS;Campo Grande;-20.4697;-54.6201;5002704.0;2;1;3;0.0001968979380849;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
TAVEIRÓPOLIS;MS;Campo Grande;-20.4697;-54.6201;5002704.0;2;0;8;0.0001964093183414;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
ATLÉTICO;MT;Alto Araguaia;-17.3153;-53.2181;5100300.0;1;2;6;0.0001962936223683;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
SPORTING MARACANÃ;PA;Augusto Corrêa;-1.0217;-46.6347;1500909.0;0;2;2;0.0001959985426181;0;0;3;3;3;1;0;1.0;0.0;3.0;;;;;;
VILA REAL;CE;Jardim;-7.57599;-39.2826;2307106.0;3;2;5;0.00019565785422;0;2;2;2;2;2;2;;;;;;;0.0;1.0;0.0
TAQUARUSSÚ;TO;Palmas;-10.1844;-48.3336;1721000.0;1;1;13;0.0001939919100209;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
SANTA FÉ;PE;Recife;-8.04666;-34.8771;2611606.0;0;2;3;0.0001926989477079;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
DÍNAMO;AL;Maceió;-9.6658;-35.735;2704302.0;2;3;19;0.000191114006585;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
ARAGUARI;MG;Araguari;-18.6456;-48.1934;3103504.0;0;1;14;0.0001901092813237;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
EXPRESSINHO;MA;São Luís;-2.53874;-44.2825;2111300.0;1;0;13;0.0001895655364044;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
ANJOS DO CÉU;CE;Cruz;-2.91813;-40.176;2304251.0;1;2;4;0.000189395797025;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
SÃO GABRIEL;RS;São Gabriel;-30.3337;-54.3217;4318309.0;0;3;17;0.0001888870267277;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
COTINGUIBA;SE;Aracaju;-10.9091;-37.0677;2800308.0;1;1;5;0.0001883874985145;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
PIRAPORA;MG;Pirapora;-17.3392;-44.934;3151206.0;1;0;7;0.0001881063050051;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
NOVA ANDRADINA;MS;Nova Andradina;-22.238;-53.3437;5006200.0;0;2;11;0.0001870009316186;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
SÃO JOSÉ DE ITAPERUNA;RJ;Itaperuna;-21.1997;-41.8799;3302205.0;1;1;4;0.0001862284653467;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
SOCIAL;MG;Coronel Fabriciano;-19.5179;-42.6276;3119401.0;0;2;6;0.0001817248302309;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
INTERNACIONAL;PB;Caaporã;-7.4289;-34.8967;2504001.0;1;0;4;0.0001803437628557;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
INTER SÃO GOTARDO;MG;São Gotardo;-19.3117;-46.0492;3162104.0;0;2;5;0.0001803049633596;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
BRASILEIRINHO;RJ;Rio de Janeiro;-22.9129;-43.2003;3304557.0;2;1;16;0.0001790018394474;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
GÁLATAS;ES;Itaguaçu;-19.8033;-40.855;3202700.0;2;1;5;0.0001786790118103;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
MISTO;MS;Três Lagoas;-20.7849;-51.7007;5008305.0;0;3;4;0.000177326562128;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
PROGRESSO;RR;Mucajaí;2.43998;-60.9096;1400308.0;0;3;20;0.0001769240663311;0;0;1;1;0;3;7;0.0;1.0;1.0;;;;;;
ALTAMIRA;PA;Altamira;-3.20407;-52.21;1500602.0;0;2;11;0.0001765774892237;0;0;3;3;3;1;0;1.0;0.0;3.0;;;;;;
BALSAS;MA;Balsas;-7.53214;-46.0372;2101400.0;0;1;3;0.0001754826338778;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
CANDANGO;DF;Brasília;-15.7795;-47.9297;5300108.0;1;0;6;0.0001748421922097;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
MIRANORTE;TO;Miranorte;-9.52907;-48.5922;1713304.0;0;1;5;0.0001734331744073;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
ARSENAL CARIDADE;CE;Caridade;-4.22514;-39.1912;2303006.0;1;0;9;0.000173039229147;0;2;2;2;2;2;2;;;;;;;0.0;1.0;0.0
CEART;MS;Dourados;-22.2239;-54.8064;5003702.0;0;1;5;0.0001729302892154;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
SÃO DOMINGOS;AL;Marechal Deodoro;-9.711;-35.8953;2704708.0;0;1;5;0.0001721322444528;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
SERRANO;PE;Serra Talhada;-7.98178;-38.289;2613909.0;0;1;9;0.0001717748686681;0;2;2;2;2;2;2;;;;;;;0.0;1.0;0.0
PORTELA;BA;Teixeira de Freitas;-17.5348;-39.7424;2931350.0;0;1;5;0.0001713809228757;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
AVAÍ B;SC;Florianópolis;-27.5945;-48.5477;4205407.0;2;2;8;0.0001712435631957;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
CHÃ GRANDE;PE;Chã Grande;-8.23827;-35.4571;2604502.0;0;1;4;0.0001700572915649;0;2;2;2;2;2;2;;;;;;;0.0;2.0;2.0
LAJEADENSE;RS;Lajeado;-29.4675;-51.9614;4311403.0;2;0;2;0.0001673914636172;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
GRÊMIO CARAJÁS;PA;Belém;-1.4558;-48.4902;1501402.0;0;0;5;0.0001618122977346;0;0;3;3;3;1;0;1.0;0.0;3.0;;;;;;
BOLAMENSE;SE;Tobias Barreto;-11.1798;-37.9995;2807402.0;0;0;6;0.0001618122977346;0;2;2;2;2;2;2;;;;;;;1.0;0.0;3.0
CAMAÇARI;BA;Camaçari;-12.6996;-38.3263;2905701.0;0;0;5;0.0001618122977346;0;2;2;2;2;2;2;;;;;;;1.0;0.0;1.0
MONTE CRISTO;GO;Goiânia;-16.6864;-49.2643;5208707.0;0;0;6;0.0001618122977346;1;1;0;0;1;0;3;;;;0.0;0.0;3.0;;;
MUTUM;MT;Nova Mutum;-13.8344;-56.0728;5106224.0;0;0;2;0.0001618122977346;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
TEIXEIRA DE FREITAS;BA;Teixeira de Freitas;-17.5399;-39.74;2931350.0;0;0;2;0.0001618122977346;1;1;0;0;5;5;5;;;;0.0;2.0;2.0;;;
ORLEANS;SC;Orleans;-28.3487;-49.2986;4211702.0;0;0;6;0.0001618122977346;1;1;0;4;4;4;4;;;;1.0;1.0;1.0;;;
COLINAS;TO;Colinas do Tocantins;-8.05764;-48.4757;1705508.0;0;0;4;0.0001618122977346;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
PAULISTANO;MT;Nortelândia;-14.4539;-56.8028;5106208.0;0;0;12;0.0001618122977346;1;1;0;0;1;0;1;;;;0.0;0.0;0.0;;;
ARAIOSES;MA;Araioses;-2.8942;-41.9058;2100909.0;0;0;2;0.0001618122977346;0;0;3;3;3;1;0;1.0;0.0;0.0;;;;;;
